school,max_score,batch,avg_score,years
安徽建筑大学城市建设学院,480,本科三批,443,2010
武汉纺织大学外经贸学院,450,本科三批,443,2010
武汉科技学院外经贸学院,450,本科三批,443,2010
集美大学诚毅学院,484,本科三批,443,2010
天津商业大学宝德学院,489,本科三批,443,2010
河北工程大学科信学院,477,本科三批,443,2010
河北地质大学华信学院,465,本科三批,442,2010
山西财经大学华商学院,510,本科三批,441,2010
北京工商大学嘉华学院,490,本科三批,441,2010
上海师范大学天华学院,483,本科三批,441,2010
北京中医药大学东方学院,506,本科三批,440,2010
山东科技大学泰山科技学院,490,本科三批,440,2010
兰州理工大学技术工程学院,477,本科三批,440,2010
江苏科技大学苏州理工学院,489,本科三批,439,2010
无锡太湖学院,492,本科三批,439,2010
北京城市学院,509,本科三批,439,2010
长沙医学院,484,本科三批,438,2010
四川外国语大学重庆南方翻译学院,482,本科三批,438,2010
三江学院,457,本科三批,438,2010
沈阳城市学院,481,本科三批,437,2010
西安财经学院行知学院,476,本科三批,437,2010
长沙理工大学城南学院,513,本科三批,437,2010
武昌理工学院,478,本科三批,436,2010
河北师范大学汇华学院,470,本科三批,436,2010
西北大学现代学院,489,本科三批,436,2010
西南科技大学城市学院,478,本科三批,436,2010
武汉生物工程学院,471,本科三批,435,2010
黄河科技学院,478,本科三批,435,2010
沈阳北软信息职业技术学院,468,本科三批,435,2010
中国地质大学长城学院,489,本科三批,434,2010
四川传媒学院,472,本科三批,432,2010
天津天狮学院,480,本科三批,432,2010
湖北汽车工业学院科技学院,458,本科三批,432,2010
华北理工大学冀唐学院,473,本科三批,432,2010
淮北师范大学信息学院,507,本科三批,432,2010
上海建桥学院,479,本科三批,432,2010
福建农林大学金山学院,492,本科三批,432,2010
三峡大学科技学院,473,本科三批,432,2010
江西中医药大学科技学院,452,本科三批,431,2010
长春建筑学院,490,本科三批,431,2010
江西中医药大学科技学院,452,本科三批,431,2010
江苏大学京江学院,486,本科三批,430,2010
华北理工大学轻工学院,476,本科三批,430,2010
电子科技大学中山学院,481,本科三批,430,2010
辽宁何氏医学院,480,本科三批,430,2010
北京交通大学海滨学院,489,本科三批,430,2010
武汉华夏理工学院,469,本科三批,429,2010
西安翻译学院,502,本科三批,429,2010
延安大学西安创新学院,463,本科三批,429,2010
中南林学院涉外学院,446,本科三批,429,2010
广东外语外贸大学南国商学院,480,本科三批,429,2010
安阳学院,459,本科三批,429,2010
阳光学院,471,本科三批,429,2010
西南财经大学天府学院,466,本科三批,429,2010
广东白云学院,465,本科三批,428,2010
福州大学至诚学院,483,本科三批,428,2010
潍坊科技学院,463,本科三批,427,2010
长春光华学院,488,本科三批,427,2010
贵州大学科技学院,464,本科三批,427,2010
